# event jet log1overDelta logkt z Delta kt
74 0 3.36637 -2.18239 0.00851484 0.0345149 0.112772
74 0 3.51108 -0.686231 0.0443108 0.0298647 0.50347
74 0 3.77879 -2.0432 0.0156003 0.0228503 0.129613
74 0 4.75108 0.234773 0.408822 0.00864233 1.26462
74 0 4.88733 -1.15311 0.197805 0.00754152 0.315653
74 0 4.94843 -3.23878 0.0325608 0.00709453 0.0392116
76 0 0.98992 1.18169 0.214639 0.371606 3.25987
76 0 1.09163 0.391215 0.136359 0.335668 1.47878
76 0 1.42803 0.89234 0.364818 0.239781 2.44083
76 0 2.29085 -0.264782 0.427421 0.101181 0.767373
76 0 2.23922 -0.643094 0.485604 0.106542 0.525664
76 0 2.96123 -2.45835 0.316323 0.0517553 0.0855758
77 0 0.973908 1.20329 0.136389 0.377604 3.33104
77 0 1.03826 -0.0378163 0.0486561 0.35407 0.96289
77 0 1.10926 1.79292 0.338412 0.329802 6.00697
77 0 1.79278 0.295512 0.226635 0.166497 1.34381
77 0 1.90469 -0.390636 0.164951 0.148869 0.676627
77 0 2.41911 -2.01897 0.0648301 0.0890006 0.132792
77 0 2.52107 -0.999202 0.212819 0.0803736 0.368173
77 0 2.67312 -4.04575 0.0149575 0.0690367 0.0174965
77 0 3.71589 -1.7624 0.422593 0.0243338 0.171632
78 0 0.920571 -0.306854 0.0403515 0.398292 0.735758
78 0 0.995451 0.54242 0.105455 0.369557 1.72016
78 0 1.08228 -0.0335618 0.0720237 0.338824 0.966995
78 0 1.7327 -2.04081 0.0199838 0.176806 0.129924
78 0 2.19492 -1.21609 0.0738347 0.111368 0.296387
78 0 2.37296 0.109415 0.358303 0.0932043 1.11563
78 0 2.59289 -2.77827 0.0387511 0.0748038 0.0621459
81 0 1.38876 0.317543 0.0764454 0.249385 1.37375
81 0 1.44229 -0.609272 0.0345349 0.236385 0.543747
81 0 1.73007 -0.746954 0.041558 0.177272 0.473807
81 0 1.95357 -0.562862 0.0651454 0.141768 0.569576
81 0 2.03459 -1.44209 0.0313602 0.130734 0.236434
81 0 2.58872 -0.371151 0.164412 0.0751164 0.689939
81 0 2.61224 0.498634 0.480444 0.0733699 1.64647
81 0 2.70431 -0.687458 0.309647 0.0669163 0.502853
81 0 3.0654 -0.993506 0.473827 0.0466353 0.370276
82 0 0.960372 -0.068914 0.0741223 0.38275 0.933407
82 0 1.19273 0.702935 0.217612 0.303393 2.01967
82 0 1.48248 -3.91956 0.00365234 0.227073 0.0198498
82 0 1.84017 0.314911 0.360892 0.158791 1.37014
82 0 2.82394 -0.975769 0.415281 0.0593714 0.376903
82 0 2.80431 -1.90202 0.275805 0.0605487 0.149267
82 0 3.59002 -3.09449 0.25355 0.0275978 0.0452981
83 0 1.13271 -1.78484 0.0251664 0.32216 0.167823
83 0 1.28438 -1.15282 0.056518 0.276822 0.315744
83 0 1.61665 -0.468655 0.165285 0.198563 0.625843
83 0 2.3464 -0.988435 0.244279 0.0957127 0.372158
83 0 2.91618 -3.17792 0.0639877 0.0541399 0.0416724
83 0 3.25474 -1.58887 0.469805 0.038591 0.204157
87 0 0.949013 -1.00667 0.0277554 0.387123 0.365434
87 0 1.54841 0.232608 0.179484 0.212585 1.26189
87 0 1.74608 -1.63346 0.0412194 0.174456 0.195253
87 0 1.94929 0.409673 0.406391 0.142375 1.50633
87 0 2.22793 -0.4001 0.401953 0.107751 0.670253
87 0 2.64067 -1.59114 0.30861 0.0713133 0.203692
87 0 3.86131 -3.203 0.301837 0.0210405 0.0406401
89 0 0.981103 0.395688 0.0883312 0.374897 1.48541
89 0 1.09719 -0.0314823 0.0708843 0.333809 0.969008
89 0 1.17914 0.634436 0.160968 0.307544 1.88596
89 0 1.56066 0.572659 0.263014 0.209997 1.77297
89 0 1.93202 0.352226 0.414802 0.144855 1.42223
89 0 2.3076 -0.493662 0.44237 0.0995 0.610387
89 0 2.84335 -2.59527 0.16569 0.0582304 0.0746259
90 0 1.06161 -0.687507 0.0286276 0.345898 0.502828
90 0 1.12425 -3.07061 0.00289487 0.324896 0.046393
90 0 2.1079 0.0105445 0.16912 0.121493 1.0106
90 0 2.61754 -0.50018 0.203313 0.0729822 0.606421
90 0 4.13744 -2.15905 0.222085 0.0159637 0.115435
90 0 4.44069 -2.31192 0.331813 0.0117878 0.0990709
93 0 1.00788 -0.931062 0.0147275 0.364992 0.394135
93 0 1.09181 -0.307398 0.0303301 0.335608 0.735358
93 0 1.55296 -0.078497 0.0623233 0.21162 0.924505
93 0 1.79682 0.833765 0.211192 0.165825 2.30197
93 0 1.84878 -1.10541 0.0405558 0.157429 0.331076
93 0 2.34763 -0.0402231 0.201955 0.095595 0.960575
93 0 2.37883 -0.380402 0.185684 0.0926593 0.683587
93 0 2.6773 -3.89461 0.00914953 0.0687488 0.0203513
93 0 3.31314 -0.806911 0.382366 0.0364016 0.446234
94 0 0.960481 0.768437 0.0516654 0.382709 2.15639
94 0 1.06988 0.0723728 0.0302933 0.343049 1.07506
